業種(飲食業）,業種（宿泊業）,施設名称,施設名称カナ,施設郵便番号,施設住所,施設住所(方書),認証日,施設住所市町村,緯度,経度
〇,,くいもの屋わん　米沢中央店,クイモノヤワン　ヨネザワチュウオウテン,9920039,米沢市門東町3-2-56,千足屋ビル1F,2021/11/8,米沢市,37.91220701,140.1109712
〇,,クヴェーラ,クヴェーラ,9920044,米沢市春日1-4-30,,2021/9/27,米沢市,37.9218227,140.1126236
〇,,Goose cafe,グース　カフェ,9994212,尾花沢市二藤袋1401-6,徳良湖オートキャンプ場管理棟内,2021/7/6,尾花沢市,38.593622,140.4406555
〇,,くおん-久遠-,クオン,9900042,山形市七日町3-5-34,大久保ビル1階北側,2021/10/14,山形市,38.25469311,140.3418213
〇,,串揚げやかた　郷,クシアゲヤカタ　ミヤコ,9900039,山形市香澄町2-10-10,,2021/8/11,山形市,38.2496124,140.3314402
〇,,串カツ乙杯,クシカツイッパイ,9980044,酒田市中町2-3-32,,2021/12/13,酒田市,38.91753989,139.8359206
〇,,串かつ焼鳥　鳥華,クシカツヤキトリ　トリハナ,9980011,酒田市上安町1-3-12,,2021/9/27,酒田市,38.92883108,139.8618496
〇,,串蔵みつる,クシクラミツル,9900043,山形市本町1-4-30,,2021/6/30,山形市,38.24960911,140.3368057
〇,,串処BEN-ZAI-TEN．,クシドコロベンザイテン,9993763,東根市神町中央2-6-26,,2021/10/14,東根市,38.40313113,140.3791569
〇,,串の坊,クシノボウ,9993511,河北町谷地月山堂681-1,,2021/10/5,河北町,38.4148412,140.3163965
〇,,串焼処　鳥丸,クシヤキドコロ　トリマル,9996105,最上町大字富沢857-10,,2021/6/30,最上町,38.7110459,140.5511002
〇,,串焼き成ル,クシヤキナル,9920027,米沢市駅前2-2-8,,2021/5/25,米沢市,37.90948525,140.1250842
〇,,Good Old Days ,グッドオールドデイズ,9920031,米沢市大町5-1-30,,2021/11/16,米沢市,37.91163916,140.1152031
〇,,くつろぎ割烹　志幡,クツロギカッポウ　シバタ,9980838,酒田市山居町1-2-5,,2021/5/25,酒田市,38.9112186,139.8362788
,〇,九兵衛旅館,クヘエリョカン,9970752,鶴岡市湯田川乙19,,2021/5/8,鶴岡市,38.69259843,139.7697503
〇,,熊野大社　證誠殿,クマノタイシャ　ショウジョウデン,9920472,南陽市宮内3476-1,,2021/8/10,南陽市,38.07738242,140.1386132
〇,,雲ノ糸鶴岡本店,クモノイトツルオカホンテン,9980013,鶴岡市道形町12-8-1,,2021/8/26,鶴岡市,38.74334913,139.8426786
〇,,GRAVITY,グラヴィティー,9992211,南陽市赤湯501,小蝶ビル2F,2021/9/21,南陽市,38.04885283,140.1681743
〇,,クラシックカフェ,クラシックカフェ,9900042,山形市七日町2-7-6,,2021/7/7,山形市,38.2530966,140.3399594
〇,,倉寿し,クラズシ,9992232,南陽市三間通128-7,,2021/8/19,南陽市,38.04831528,140.1498607
〇,,蔵膳屋（丸十大屋）,クラゼンヤ　マルジュウダイヤ,9900031,山形市十日町3-10-1,,2021/5/8,山形市,38.24310449,140.3336321
〇,,蔵のそば処　きよ,クラノソバドコロ　キヨ,9996701,酒田市砂越字上川原2,,2021/6/29,酒田市,38.88707986,139.9162486
〇,,club avantgarde luxe ,クラブ　アヴァンギャルド　ラグゼ,9900039,山形市香澄町1-10-1,ホテルクラウンヒルズB1F,2021/7/9,山形市,38.24870543,140.3305676
〇,,CLUB CLOUD9,クラブ　クラウドナイン,9900039,山形市香澄町1-13-14,ブレス壱號館2F,2021/9/1,山形市,38.24954321,140.3302171
〇,,CLUB　Ｔ&S山形駅前店,クラブ　ティーアンドエス　ヤマガタエキマエテン,9900039,山形市香澄町1-10-1,朝日ビル2F,2021/7/8,山形市,38.2486949,140.3303155
〇,,クラブエアー,クラブエアー,9900039,山形市香澄町1-5-7,,2021/8/20,山形市,38.2481178,140.3300517
〇,,club Eden,クラブエデン,9900043,山形市本町2-3-20,,2021/6/4,山形市,38.2514,140.3398926
〇,,クラブ食堂,クラブショクドウ,9996105,最上町大字冨澤2587-4,,2021/7/8,最上町,38.71094452,140.5527041
〇,,CRAFT BEER BAR JAMPY,クラフト　ビア　バル　ジャンピー,9980044,酒田市中町2-1-11,,2021/7/16,酒田市,38.91739545,139.8369433
〇,,蔵舞たぬき,クラマイタヌキ,9900825,山形市城北町2-2-21,,2021/6/21,山形市,38.26031863,140.331479
,〇,蔵民宿　あおやぎ,クラミンシュク　アオヤギ,9950203,村山市大槙422,,2021/12/8,村山市,38.49508366,140.3452443
〇,,蔵屋敷LUNA,クラヤシキルナ,9970027,鶴岡市昭和町12-23,,2021/10/13,鶴岡市,38.72562759,139.8323168
〇,,グランドエル・サン,グランドエルサン,9970801,鶴岡市東原町17-7,,2021/9/2,鶴岡市,38.72128805,139.8448959
〇,,グランドホクヨウ,グランドホクヨウ,9920012,米沢市金池2-3-7,,2021/11/16,米沢市,37.91898749,140.1165057
〇,,グリーンウッドコーヒー,グリーンウッドコーヒー,9950204,村山市稲下21-5,,2021/9/28,村山市,38.48790454,140.3329065
〇,,グリーングラス,グリーングラス,9900039,山形市香澄町1-7-1,,2021/9/16,山形市,38.24860306,140.3293807
〇,,グリーンローズ,グリーンローズ,9920045,米沢市中央1-3-4,リッチビル1Ｆ,2021/10/12,米沢市,37.91251107,140.1118155
〇,,グリーンローズ（団体用）,グリーンローズ　ダンタイヨウ,9920045,米沢市中央1-3-4　,リッチビル１Ｆ,2021/10/12,米沢市,37.91252482,140.1117551
〇,,栗歩　山形店,クリホ　ヤマガタテン,9900042,山形市七日町3-2-1,,2021/11/15,山形市,38.2537803,140.3404694
〇,,くるまやラーメン山形13号店,クルマヤラーメンヤマガタジュウサンゴウテン,9902413,山形市南原町3-9-5,,2021/7/26,山形市,38.23250179,140.3448513
〇,,グルメ回転寿司　函太郎　鶴岡店,グルメカイテンズシ　カンタロウ　ツルオカテン,9970857,鶴岡市美咲町27-35,,2021/9/24,鶴岡市,38.73842842,139.7994986
〇,,グルメ小僧　万吉　2F,グルメコゾウ　マンキチ　ニカイ,9920045,米沢市中央4-2-6,,2021/9/22,米沢市,37.91573805,140.1097617
〇,,GRACE,グレイス,9900042,山形市七日町2-2-9,鈴木ビル1F南側,2021/6/28,山形市,38.2510532,140.3409909
〇,,credo,クレド,9902332,山形市飯田5-21-11,,2021/10/19,山形市,38.2106604,140.3274249
〇,,くれない苑,クレナイエン,9950111,村山市大久保甲4,,2021/7/19,村山市,38.46792401,140.3306058
〇,,CLOVER,クローバー,9900043,山形市本町1-4-31,2F,2021/6/17,山形市,38.24941637,140.3368829
,〇,黒沢温泉　一陽館,クロサワオンセンイチヨウカン,9902311,山形市大字黒沢253-1,,2021/7/8,山形市,38.19217804,140.3021942
,〇,黒沢温泉喜三郎,クロサワオンセンキサブロウ,9902311,山形市大字黒沢319-1,,2021/6/1,山形市,38.1896449,140.3047158
〇,,くろ兵衛,クロベエ,9995312,真室川町大字新町129-24,,2021/6/10,真室川町,38.85799431,140.2534641
〇,,KUROBOSHI山形天童店,クロボシヤマガタテンドウテン,9940049,天童市南町2-13-21,,2021/7/19,天童市,38.34302012,140.3693391
〇,,軽食・喫茶「ふれ愛」,ケイショクキッサフレアイ,9900832,山形市城西町2-2-22,,2021/11/12,山形市,38.2548154,140.3221841
〇,,迎賓館,ゲイヒンカン,9910801,大江町左沢2135-1,,2021/9/10,大江町,38.38192887,140.2409872
〇,,ケーキハウスチュチュ,ケーキハウスチュチュ,9902464,山形市高堂1-8-1,,2021/10/13,山形市,38.2378828,140.3089988
〇,,K.T,ケーティー,9960023,新庄市沖の町5-11,,2021/8/18,新庄市,38.76314869,140.3029784
〇,,景四季彩々紅ほたる,ケシキイロイロベニホタル,9900321,山辺町根際2199-3,,2021/10/4,山辺町,38.28490613,140.2534688
〇,,Guest room Rira,ゲストルーム　リラ,9993764,東根市神町東3-8-27,ロータスタウンA号,2021/10/14,東根市,38.40314896,140.3808082
〇,,県警察地下食堂,ケンケイサツチカショクドウ,9900023,山形市松波2-8-1,,2021/9/30,山形市,38.24037238,140.365074
,〇,源泉付客室　浜泉,ゲンセンツキキャクシツ　ハマイズミ,9971201,鶴岡市湯野浜1-12-31,,2021/11/1,鶴岡市,38.7835137,139.7542276
,〇,源泉湯宿　蔵王プラザホテル,ゲンセンユヤド　ザオウプラザホテル,9902301,山形市蔵王温泉2,,2021/6/28,山形市,38.16984795,140.3972299
〇,,ケンチャンラーメン山形,ケンチャンラーメンヤマガタ,9900831,山形市西田2-1-17,,2021/11/24,山形市,38.26295867,140.315398
〇,,県庁食堂（１階食堂）,ケンチョウショクドウ（イッカイショクドウ）,9900023,山形市松波2-8-1,,2021/9/30,山形市,38.24037027,140.363344
〇,,県庁食堂（議会サロン）,ケンチョウショクドウ（ギカイサロン）,9900023,山形市松波2-8-1,,2021/9/30,山形市,38.24011958,140.3625501
〇,,県庁食堂（レストラン16）,ケンチョウショクドウ（レストランジュウロク）,9900023,山形市松波2-8-1,,2021/9/30,山形市,38.24046928,140.3638536
〇,,源八,ゲンパチ,9901101,大江町左沢756-34,,2021/12/6,大江町,38.38060404,140.2023325
〇,,県民ゴルフ場　レストラン,ケンミンゴルフジョウ　レストラン,9994605,舟形町長沢8067,,2021/8/31,舟形町,38.71334519,140.3435598
〇,,香月,コウゲツ,9990602,飯豊町萩生4400-5,,2021/9/6,飯豊町,38.05864848,139.9930337
〇,,合資会社　早坂食品,ゴウシガイシャ　ハヤサカショクヒン,9970027,鶴岡市昭和町10-7,,2021/10/1,鶴岡市,38.725105,139.8349147
〇,,香頭食堂,コウジショクドウ,9997464,鶴岡市由良楮114-1,,2021/6/15,鶴岡市,38.72982789,139.6988273
〇,,合庁食堂いなば,ゴウチョウショクドウイナバ,9930085,長井市高野町2-3-1,置賜総合支庁西置賜地域振興局2F,2021/11/1,長井市,38.11051586,140.0345953
〇,,幸来軒,コウライケン,9920117,米沢市大字川井2349-2,,2021/8/30,米沢市,37.92403613,140.1446447
〇,,COVO,コーヴォ,9970022,鶴岡市切添町18-16,コーポ菅原102号,2021/7/15,鶴岡市,38.7293035,139.8436846
〇,,KOS BAR,コーズバー,9900042,山形市七日町2-2-1,赤門ピアッザ2FA号,2021/8/2,山形市,38.25121782,140.3406336
〇,,コーヒーANDスナック　カフェ,コーヒーアンドスナック　カフェ,9900044,山形市木の実町14-4,,2021/10/21,山形市,38.2536599,140.334969
〇,,C&P CHA-CHA-CHA,コーヒーアンドパブ　チャチャチャ,9900881,山形市瀬波2-2-18,,2021/12/3,山形市,38.27853562,140.3050717
〇,,珈琲工房　TACK,コーヒーコウボウ　タック,9970025,鶴岡市日出1-24-9,,2021/9/13,鶴岡市,38.7247912,139.8449189
〇,,珈琲乃舖いしかわ,コーヒーノミセイシカワ,9960034,新庄市下田町1-6,,2021/12/6,新庄市,38.75841363,140.2974264
〇,,コーヒーハウスくれよん,コーヒーハウスクレヨン,9994224,尾花沢市新町1-4-37,,2021/10/20,尾花沢市,38.60183113,140.4077731
〇,,コーヒー屋おおもり,コーヒーヤオオモリ,9993720,東根市さくらんぼ駅前3-4-1,,2021/7/13,東根市,38.42802628,140.3845123
〇,,コーヒーレストラン真理,コーヒーレストランマリ,9900025,山形市あこや町3-1-7,,2021/5/19,山形市,38.24263246,140.3550699
,〇,五感の湯つるや,ゴカンノユツルヤ,9902301,山形市蔵王温泉710,,2021/8/30,山形市,38.1675751,140.394181
〇,,極撰ラーメン・定食ひとりじ麺,ゴクセンラーメン・テイショクヒトリジメン,9902435,山形市青田5-15-14,,2021/10/4,山形市,38.2213134,140.3310191
,〇,国民宿舎　竜山荘,コクミンシュクシャ　リュウザンソウ,9902301,山形市蔵王温泉938-4,,2021/7/21,山形市,38.16421959,140.3932407
〇,,極楽麦酒本舗,ゴクラクビールホンポ,9920045,米沢市中央2-3-18,,2021/10/12,米沢市,37.91367926,140.108662
〇,,CoCo,ココ,9900039,山形市香澄町1-13-16,YTビルパーレル2F,2021/6/22,山形市,38.2494184,140.3302871
〇,,ココス寒河江店,ココスサガエテン,9910013,寒河江市寒河江高田128-1,,2021/9/13,寒河江市,38.3670486,140.2871091
〇,,ココス酒田店,ココスサカタテン,9980018,酒田市泉町212,,2021/9/1,酒田市,38.93593213,139.8464549
〇,,ココス新庄店,ココスシンジョウテン,9960002,新庄市金沢2007-1,,2021/9/3,新庄市,38.75110815,140.3105882
〇,,ココス鶴岡店,ココスツルオカテン,9970838,鶴岡市淀川町25－10,,2021/9/1,鶴岡市,38.7325959,139.7998961
〇,,ココス天童店,ココステンドウテン,9940015,天童市泉町1-12-7,,2021/9/13,天童市,38.36462474,140.3831185
〇,,ココス長井店,ココスナガイテン,9930084,長井市栄町12-23,,2021/5/26,長井市,38.10732985,140.0389406
〇,,ココス村山店,ココスムラヤマテン,9950025,村山市楯岡8111-5,,2021/6/14,村山市,38.4746352,140.3823392
〇,,ココス山形白山店,ココスヤマガタハクサンテン,9902446,山形市白山1-9-6,,2021/7/26,山形市,38.2279238,140.3199496
〇,,ココス山形馬見ヶ崎店,ココスヤマガタマミガサキテン,9900810,山形市馬見ヶ崎1-22-30,,2021/7/15,山形市,38.2833698,140.33356
〇,,ココス山形三川店,ココスヤマガタミカワテン,9971316,三川町大字猪子字大堰端352-1,,2021/9/1,三川町,38.81786225,139.8333775
〇,,ココス山形南原店,ココスヤマガタミナミハラテン,9902413,山形市南原町1-27-35,,2021/7/7,山形市,38.23549584,140.3461319
〇,,ココス米沢店,ココスヨネザワテン,9920012,米沢市金池3-2-8,,2021/6/22,米沢市,37.92214586,140.1150533
〇,,こごみ,コゴミ,9910042,寒河江市大字高屋字北江58-7,,2021/8/30,寒河江市,38.3571302,140.2830648
〇,,COCO夢や　ヨークベニマル落合店,ココユメヤ　ヨークベニマルオチアイテン,9900075,山形市落合町字二口189,,2021/6/29,山形市,38.28373569,140.3481491
,〇,こころの宿　一龍,ココロノヤド　イチリョウ,9910031,寒河江市本町1-2-27,,2021/10/11,寒河江市,38.3741875,140.2731456
〇,,心和,ココワ,9930007,長井市本町1-7-8,Ｍロフト2Ｆ,2021/12/6,長井市,38.10594055,140.0378917
,〇,古山閣,コザンカク,9994333,尾花沢市大字銀山新畑423,,2021/11/11,尾花沢市,38.56999367,140.5307579
〇,,五色屋,ゴシキヤ,9993211,上山市牧野中道257-3,,2021/11/19,上山市,38.1184673,140.2985583
〇,,個室ダイニングカラオケ　THE ROOMS,コシツダイニング　カラオケ　ザ　ルームス,9960023,新庄市沖の町1-15,,2021/9/3,新庄市,38.7634181,140.3046741
〇,,個室ダイニング　カラオケ　バル,コシツダイニング　カラオケ　バル,9900039,山形市香澄町1-8-1 ,前田ビル地下1F,2021/9/9,山形市,38.248728,140.3290146
,〇,古勢起屋　別館,コセキヤ　ベッカン,9994333,尾花沢市大字銀山新畑417,,2021/9/24,尾花沢市,38.56965777,140.5315604
〇,,こだま,コダマ,9993242,上山市葉山4-18,,2021/12/1,上山市,38.14828688,140.2626982
〇,,小太郎,コタロウ,9900042,山形市七日町2-1-14-6,屋台村,2021/7/28,山形市,38.2521425,140.3393829
〇,,こちょうらん,コチョウラン,9993141,上山市新湯2-19,ソシアルビル1F,2021/10/7,上山市,38.15660746,140.2730849
,〇,国家公務員共済組合連合会　蔵王保養所,コッカコウムインキョウサイクミアイレンゴウカイ　ザオウホヨウジョ　,9902301,山形市蔵王温泉904‐8,,2021/11/12,山形市,38.16546349,140.3948103
〇,,ごっつぉう鯛山,ゴッツォウタイザン,9940013,天童市老野森1-4-7,,2021/11/15,天童市,38.36331279,140.3772603
〇,,コットン,コットン,9900039,山形市香澄町1-10-1,ホテルクラウンヒルズ山形1F,2021/7/20,山形市,38.24876441,140.3304657
〇,,コッペdeサンド,コッペデサンド,9902483,山形市上町1-10-5,,2021/8/11,山形市,38.2432866,140.320746
〇,,琴音,コトネ,9970802,鶴岡市伊勢原町14-21,,2021/11/24,鶴岡市,38.7180013,139.8526322
〇,,寿屋本店,コトブキヤホンテン,9900055,山形市相生町6-25,,2021/10/20,山形市,38.25892984,140.3388644
,〇,小林温泉,コバヤシオンセン,9996735,酒田市小林字杉沢117,,2021/5/8,酒田市,38.83325131,140.0102839
〇,,KOHARA亭,コハラテイ,9950038,村山市駅西3-20,,2021/8/3,村山市,38.4773814,140.385932
〇,,古原屋,コハラヤ,9950111,村山市大久保甲755-4,,2021/7/16,村山市,38.4758907,140.3276785
〇,,ごはん処　紅月,ゴハンドコロ　クゲツ,9900825,山形市城北町1-25-16,,2021/8/17,山形市,38.2600191,140.3292014
,〇,湖畔の宿　五色亭,コハンノヤド　ゴシキテイ,9900734,西川町大字志津120-1,,2021/7/12,西川町,38.49241575,139.9998534
〇,,こぶ原,コブハラ,9900047,山形市旅籠町2-5-23,,2021/10/27,山形市,38.2560645,140.3388823
〇,,ごへい茶屋,ゴヘイチャヤ,9970211,鶴岡市羽黒町手向字羽黒山33,,2021/5/27,鶴岡市,38.69886375,139.9868222
〇,,五兵衛食堂,ゴヘエショクドウ,9997201,鶴岡市山五十川木の下561-1,,2021/8/20,鶴岡市,38.65236977,139.6545614
〇,,小牧千食堂,コマチショクドウ,9920042,米沢市塩井町塩野2292-1,,2021/7/12,米沢市,37.92924834,140.1012904
〇,,古民家カフェ　藤の家,コミンカカフェ　フジノヤ,9997601,鶴岡市藤島字古楯跡28,,2021/7/9,鶴岡市,38.7683925,139.902813
〇,,コメダ珈琲店　鶴岡南店,コメダコーヒーテン　ツルオカミナミテン,9970862,鶴岡市ほなみ町9-37,,2021/5/19,鶴岡市,38.7178057,139.8452875
〇,,コメダ珈琲店　山形嶋南店,コメダコーヒーテン　ヤマガタシマミナミテン,9900886,山形市嶋南2-13-26,,2021/10/4,山形市,38.2815525,140.3208918
〇,,コメダ珈琲店　山形南館店,コメダコーヒーテン　ヤマガタミナミダテテン,9902465,山形市南館西1-1,,2021/10/4,山形市,38.23832771,140.3053997
〇,,コメダ珈琲店　米沢徳町店,コメダコーヒーテン　ヨネザワトクマチテン,9920047,米沢市徳町2-69-1,,2021/10/4,米沢市,37.92356544,140.1026376
〇,,米の粉の滝ドライブイン　食堂・立ち食いそば・ラーメンコーナー,コメノコノタキドライブイン　ショクドウ・タチグイソバ・ラーメンコーナー,9970405,鶴岡市上名川字東山11-1,,2021/6/28,鶴岡市,38.589466,139.881228
〇,,COLLABO CAFE ARB ,コラボカフェアーブ,9920039,米沢市門東町3-3-1,ホテルモントビュー米沢　1F,2021/8/6,米沢市,37.91221126,140.1103649
〇,,コリアナ,コリアナ,9993142,上山市沢丁3-1,,2021/9/28,上山市,38.15557316,140.2758994
〇,,小料理　会田,コリョウリ　アイタ,9900057,山形市宮町4-4-37,,2021/6/2,山形市,38.2650904,140.3411107
〇,,小料理　㐂代,コリョウリ　キヨ,9960031,新庄市末広町13-4,,2021/10/12,新庄市,38.7555208,140.3061654
〇,,小料理　花藤,コリョウリ　ハナフジ,9920012,米沢市金池5-6-29,,2021/6/15,米沢市,37.924182,140.1149396
〇,,小料理　花みずき,コリョウリ　ハナミズキ,9920351,高畠町大字高畠1035,,2021/9/15,高畠町,38.00252215,140.1991253
〇,,心料理　美菜味,コリョウリ　ミナミ,9900861,山形市江俣5-8-27,,2021/11/22,山形市,38.2792521,140.3137762
〇,,コルシェント（coruscent）,コルシェント,9902435,山形市青田2-4-17,,2021/7/1,山形市,38.225935,140.3334641
〇,,こわさび,コワサビ,9960025,新庄市若葉町7-31,,2021/6/16,新庄市,38.7615916,140.3035475
,〇,コンフォートホテル天童,コンフォートホテルテンドウ,9940034,天童市本町1-2-7,,2021/8/20,天童市,38.35895451,140.3702735
,〇,コンフォートホテル山形,コンフォートホテルヤマガタ,9900039,山形市香澄町1-3-12,,2021/8/16,山形市,38.2479131,140.3295298
〇,,KOMFORTA,コンフォルタ,9920038,米沢市城南3-3-24,,2021/8/24,米沢市,37.90197718,140.1037476
〇,,The Brilliant Space LOL,ザ　ブリリアントスペース　エルオーエル,9900047,山形市旅篭町2-2-26,庄司ビル1F,2021/6/23,山形市,38.25415257,140.3391945
〇,,THE BROADWAY,ザ　ブロードウェイ,9900039,山形市香澄町1-6-10,佐五郎ビル2F,2021/10/19,山形市,38.24832784,140.3302575
〇,,ザ・リヴィントン,ザ・リヴィントン,9960002,新庄市金沢1073-2,,2021/8/30,新庄市,38.76307349,140.3086781
〇,,彩宴,サイエン,9960022,新庄市住吉町8-20,,2021/9/15,新庄市,38.7676203,140.3041577
,〇,彩花亭　時代屋,サイカテイ　ジダイヤ,9993242,上山市葉山9-5,,2021/6/7,上山市,38.14830531,140.260926
〇,,西郷屋,サイゴウヤ,9996101,最上町大字向町554-1,,2021/6/8,最上町,38.75730107,140.5170281
〇,,サウンドムーヴィングブルー,サウンドムーヴィングブルー,9992211,南陽市赤湯500-1,和ビル1F,2021/7/5,南陽市,38.04871536,140.1679124
〇,,沙翁,サオウ,9992211,南陽市赤湯934-1,2F,2021/9/14,南陽市,38.0497909,140.1674679
,〇,蔵王アストリアホテル,ザオウアストリアホテル,9902301,山形市蔵王温泉字横倉外5,国有林236林班,2021/6/7,山形市,38.158016,140.396932
,〇,蔵王・和歌の宿わかまつや,ザオウウタノヤドワカマツヤ,9902301,山形市蔵王温泉951-1,,2021/6/7,山形市,38.16710605,140.3965552
,〇,蔵王エコー山荘,ザオウエコーサンソウ,9993114,上山市永野字蔵王山2561-1,,2021/7/20,上山市,38.1302421,140.3785196
〇,,蔵王温泉ジンギスカンひつじ苑,ザオウオンセンジンギスカンヒツジエン,9900039,山形市香澄町1-11-16,,2021/10/14,山形市,38.2493484,140.3307852
〇,,蔵王カントリークラブ　レストラン,ザオウカントリークラブ　レストラン,9902303,山形市蔵王上野2842-1,,2021/11/12,山形市,38.1755565,140.3140993
,〇,蔵王国際ホテル,ザオウコクサイホテル,9902301,山形市蔵王温泉933,,2021/8/16,山形市,38.16264278,140.3969157
〇,,蔵王猿倉レストハウス,ザオウサルクラレストハウス,9993113,上山市蔵王字蔵王山2843-1,,2021/7/16,上山市,38.12816785,140.3748205
〇,,蔵王山麓　あずきや,ザオウサンロク　アズキヤ,9993115,上山市高野字高野原103,,2021/9/8,上山市,38.1595062,140.3153661
,〇,蔵王四季のホテル,ザオウシキノホテル,9902301,山形市蔵王温泉1272,,2021/5/8,山形市,38.16041076,140.3923294
,〇,ZAOセンタープラザ,ザオウセンタープラザ,9902301,山形市蔵王温泉903-2,,2021/5/31,山形市,38.16573756,140.3959077
〇,,蔵王中央ロープウェイ　レストハウス102,ザオウチュウオウロープウェイ　レストハウスイチマルニ,9902301,山形市蔵王温泉940-1,,2021/10/27,山形市,38.16580888,140.4150399
,〇,蔵王つららぎの宿　花ゆらん,ザオウツララギノヤド　ハナユラン,9902301,山形市蔵王温泉878-12,,2021/8/5,山形市,38.1658446,140.3979959
,〇,蔵王ライザウッディロッジ,ザオウライザウッディロッジ,9993113,上山市蔵王坊平高原,,2021/6/28,上山市,38.12309368,140.4012544
〇,,蔵王ライザワールド,ザオウライザワールド,9993113,上山市蔵王坊平高原,,2021/6/28,上山市,38.12398623,140.4052992
〇,,さかい食堂,サカイショクドウ,9990602,飯豊町萩生3898,,2021/7/20,飯豊町,38.06164113,140.0017548
,〇,堺屋森のホテル　ヴァルトベルク,サカイヤモリノホテルヴァルトベルク,9902301,山形市蔵王温泉清水坂889-1,,2021/6/8,山形市,38.16407445,140.3978182
〇,,さがえサービスエリア食堂,サガエサービスエリアショクドウ,9910041,寒河江市大字寒河江字久保乙1113-2,,2021/8/26,寒河江市,38.36551071,140.2596697
〇,,栄寿司,サカエズシ,9900472,南陽市宮内2896-1,,2021/9/21,南陽市,38.07226383,140.13511
〇,,寒河江だるま,サガエダルマ,9910032,寒河江市南町2-4-2,,2021/10/11,寒河江市,38.3749559,140.2779117
〇,,寒河江花咲か温泉ゆ～チェリー　お食事処せせらぎ,サガエハナサカオンセンユーチェリー　オショクジドコロ　セセラギ,9910041,寒河江市大字寒河江字久保15,,2021/10/26,寒河江市,38.36401646,140.2588107
,〇,栄屋ホテル,サカエヤホテル,9940024,天童市鎌田2-3-16,,2021/6/7,天童市,38.35701271,140.3877343
〇,,栄屋本店,サカエヤホンテン,9900043,山形市本町2-3-21,,2021/6/24,山形市,38.2514032,140.3399829
,〇,寒河江屋旅館,サガエヤリョカン,9993242,上山市葉山4-7,,2021/8/24,上山市,38.14835102,140.2635776
〇,,酒蔵　澤正宗,サカグラ　サワマサムネ,9900039,山形市香澄町1-1-1,エスパル山形 1F,2021/9/7,山形市,38.24850716,140.327985
〇,〇,酒田　時を奏でる宿　若葉旅館,サカタ　トキヲカナデルヤド　ワカバリョカン,9980043,酒田市本町2-3-9,,2021/11/26,酒田市,38.91355996,139.8364799
,〇,酒田グリーンホテル,サカタグリーンホテル,9980043,酒田市本町1-6-10,,2021/5/25,酒田市,38.91233388,139.8378497
〇,,魚亭　岡ざき,サカナテイ　オカザキ,9970857,鶴岡市美咲町2-46,,2021/8/23,鶴岡市,38.73408897,139.8026514
〇,,さかな処　鯛将,サカナドコロ　タイショウ,9901101,大江町左沢756-35,,2021/11/12,大江町,38.38066285,140.2027112
〇,,酒肴屋　伊藤家,サカナヤ　イトウケ,9980023,酒田市幸町2-2-5,,2021/10/4,酒田市,38.92150841,139.8447444
〇,,肴菜や　くに蔵,サカナヤ　クニクラ,9900039,山形市香澄町2-11-1,,2021/8/3,山形市,38.24981235,140.3315742
〇,,酒菜屋どんべえ,サカナヤドンベエ,9950034,村山市楯岡五日町14-28,,2021/10/11,村山市,38.4797181,140.3875412
〇,,魚料理　富重,サカナリョウリ　トミシゲ,9980023,酒田市本町3-5-16,,2021/5/26,酒田市,38.91435181,139.8347616
〇,,酒場ハレルヤ,サカバハレルヤ,9900042,山形市七日町2-4-12,,2021/11/29,山形市,38.2524816,140.3415082
〇,,酒蓋屋　けん,サカブタヤ　ケン,9900042,山形市七日町3-3-39,大黒屋ビル2F,2021/10/6,山形市,38.25312504,140.3419305
,〇,三木屋参蒼來,サギヤサンソウライ,9993243,上山市高松283,,2021/10/25,上山市,38.1481339,140.2645505
〇,,瑳蔵,サクラ,9900043,山形市本町2-4-26,,2021/11/2,山形市,38.25159262,140.3392007
〇,,茶蔵　山形店,サクラ　ヤマガタテン,9902339,山形市成沢西1-5-6,,2021/7/5,山形市,38.2113766,140.3147245
〇,,茶蔵　米沢店,サクラ　ヨネザワテン,9920012,米沢市金池5-6-33,,2021/6/28,米沢市,37.92359718,140.1149241
〇,,さくら咲,サクラサク,9940026,天童市東本町2-11-20,いろはビル1F　4号,2021/11/5,天童市,38.3611329,140.3804124
〇,,茶蔵茶房　霞城セントラル店,サクラサボウ　カジョウセントラルテン,9900827,山形市城南町1-1-1,,2021/5/8,山形市,38.24968015,140.3266018
〇,,さくら亭,サクラテイ,9993106,上山市旭町2-2-15,,2021/7/7,上山市,38.16315016,140.2876159
〇,,鮭川村エコパーク,サケガワムラエコパーク,9995203,鮭川村大字川口4890,,2021/7/1,鮭川村,38.79150616,140.2397808
〇,,Sake Dining groove,サケダイニンググルーヴ,9980854,酒田市末広町7-6,,2021/8/23,酒田市,38.9097623,139.8513295
〇,,酒茶房如意〜台湾料理とお酒のお店,サケチャボウニョイ〜タイワンリョウリトオサケノオミセ,9980824,酒田市大宮町4-6-11,,2021/9/7,酒田市,38.88665319,139.861494
〇,,酒どころ　さとみ,サケドコロ　サトミ,9970029,鶴岡市日吉町2-2,,2021/7/28,鶴岡市,38.7363994,139.8368223
〇,,酒処　とくとく,サケドコロ　トクトク,9940033,天童市三日町1-5-25,,2021/12/8,天童市,38.35747382,140.3715413
